,date,team,player,injury,duration,notes,long_name,position
12921,2/25/08,TOR,Alexei Ponikarovsky,torso,12,rib injury (DTD),Maple Leafs,LW
12922,1/1/09,TOR,Andre Deveaux,ll,52,foot injury (DTD),Maple Leafs,C
12923,12/19/16,TOR,Ben Smith,torso,45,placed on IR with upper body injury,Maple Leafs,D
12925,10/15/07,TOR,Boyd Devereaux,back,14,back injury (DTD),Maple Leafs,C
12926,1/29/08,TOR,Boyd Devereaux,la,41,wrist injury (DTD),Maple Leafs,C
12927,3/3/16,TOR,Brad Boyes,torso,6,upper body injury (DTD),Maple Leafs,RW
12928,10/17/14,TOR,Brandon Kozun,ll,50,placed on IR with left high ankle sprain,Maple Leafs,RW
12935,12/17/07,TOR,Bryan McCabe,la,52,placed on IR with broken hand,Maple Leafs,LW
12939,10/25/07,TOR,Bryan McCabe,ul,12,groin injury (DTD),Maple Leafs,LW
12943,12/15/07,TOR,Bryan McCabe,la,1,left wrist injury (left game),Maple Leafs,LW
12947,12/30/15,TOR,Byron Froese,torso,1,lower body injury (DTD),Maple Leafs,C
12949,12/4/09,TOR,Carl Gunnarsson,ua,41,placed on IR with hyperextended elbow,Maple Leafs,D
12953,2/14/12,TOR,Carl Gunnarsson,ll,7,placed on IR with ankle injury,Maple Leafs,D
12961,11/30/09,TOR,Carl Gunnarsson,torso,1,lower / upper (CBC) body injury (DTD),Maple Leafs,D
12965,11/27/11,TOR,Carl Gunnarsson,la,7,hand injury (DTD),Maple Leafs,D
12969,4/4/12,TOR,Carl Gunnarsson,torso,8,separated shoulder (out for season),Maple Leafs,D
12973,4/15/13,TOR,Carl Gunnarsson,ul,1,hip injury (DTD),Maple Leafs,D
12981,4/3/07,TOR,Carlo Colaiacovo,ll,3,leg injury (DTD),Maple Leafs,D
12984,10/3/07,TOR,Carlo Colaiacovo,ul,12,knee injury (out indefinitely),Maple Leafs,D
12987,11/22/08,TOR,Carlo Colaiacovo,ll,13,left ankle injury (DTD),Maple Leafs,D
12990,2/4/14,TOR,Carter Ashton,la,24,placed on IR with hand injury,Maple Leafs,RW
12991,2/1/14,TOR,Carter Ashton,la,1,hand injury (DTD),Maple Leafs,RW
12992,3/11/14,TOR,Carter Ashton,head,12,head injury (DTD),Maple Leafs,RW
12993,4/10/14,TOR,Carter Ashton,ul,365,knee injury (out for season),Maple Leafs,RW
12994,11/17/07,TOR,Chad Kilger,ll,35,leg injury (DTD),Maple Leafs,RW
12996,1/29/13,TOR,Clarke MacArthur,la,2,lacerated finger (DTD),Maple Leafs,LW
12997,3/26/13,TOR,Clarke MacArthur,torso,58,upper body injury (DTD),Maple Leafs,LW
12998,10/7/14,TOR,Cody Franson,ul,4,placed on IR with bruised left knee,Maple Leafs,RW
13001,3/11/12,TOR,Cody Franson,torso,730,facial injury (DTD),Maple Leafs,RW
13004,10/27/10,TOR,Colby Armstrong,la,38,placed on IR with surgery on finger (DTD),Maple Leafs,RW
13005,10/20/11,TOR,Colby Armstrong,ll,50,placed on IR with sprained left ankle,Maple Leafs,RW
13007,12/20/11,TOR,Colby Armstrong,ll,43,placed on IR with foot injury,Maple Leafs,RW
13008,2/12/11,TOR,Colby Armstrong,head,14,blurred vision (DTD),Maple Leafs,RW
13009,3/15/11,TOR,Colby Armstrong,ll,1,broken foot (out for season),Maple Leafs,RW
13010,3/7/12,TOR,Colby Armstrong,head,58,broken nose (DTD),Maple Leafs,RW
13011,1/21/11,TOR,Colton Orr,head,11,placed on IR with concussion (out for season),Maple Leafs,RW
13012,12/4/13,TOR,Colton Orr,ua,19,placed on IR with elbow injury,Maple Leafs,RW
13013,12/14/09,TOR,Colton Orr,head,1,eye injury (left game),Maple Leafs,RW
13014,2/21/13,TOR,Colton Orr,torso,39,lower body injury (DTD),Maple Leafs,RW
13015,2/27/17,TOR,Connor Carrick,torso,4,placed on IR with upper body injury,Maple Leafs,C
13017,11/8/14,TOR,Daniel Winnik,head,7,head injury (DTD),Maple Leafs,LW
13018,11/10/15,TOR,Daniel Winnik,torso,59,lower body injury (DTD),Maple Leafs,LW
13020,12/6/07,TOR,Darcy Tucker,back,29,back injury (DTD),Maple Leafs,RW
13021,2/4/11,TOR,Darryl Boyce,torso,347,facial injury (DTD),Maple Leafs,C
13022,11/3/13,TOR,Dave Bolland,ll,139,placed on IR with severed tendon in left ankle,Maple Leafs,C
13023,4/8/14,TOR,Dave Bolland,ll,365,ankle injury (out for season),Maple Leafs,C
13024,10/6/14,TOR,David Booth,ll,51,placed on IR with fractured foot,Maple Leafs,D
13027,1/15/15,TOR,David Booth,head,13,head/nose injury (DTD),Maple Leafs,D
13030,1/17/14,TOR,David Clarkson,ua,18,placed on IR with bursa sac injury in elbow,Maple Leafs,LW
13034,1/7/14,TOR,David Clarkson,ll,60,left foot injury (DTD),Maple Leafs,LW
13040,11/3/10,TOR,Dion Phaneuf,ll,36,placed on IR with lacerated left leg,Maple Leafs,G
13043,2/7/15,TOR,Dion Phaneuf,la,19,placed on IR with hand injury,Maple Leafs,G
13046,1/27/15,TOR,Dion Phaneuf,la,46,hand injury (DTD),Maple Leafs,G
13049,3/7/09,TOR,Erik Reitz,ll,10,ankle injury (DTD),Maple Leafs,LW
13050,9/29/13,TOR,Frazer McLaren,la,26,placed on IR with finger injury,Maple Leafs,LW
13051,1/15/14,TOR,Frazer McLaren,torso,18,placed on IR with bruised shoulder,Maple Leafs,LW
13052,3/6/10,TOR,Fredrik Sjostrom,torso,371,upper body injury (DTD),Maple Leafs,RW
13054,12/18/15,TOR,Garret Sparks,torso,23,lower body injury (DTD),Maple Leafs,G
13055,1/18/13,TOR,Jake Gardiner,head,5,placed on IR with concussion-like symptoms,Maple Leafs,C
13057,10/26/15,TOR,Jake Gardiner,torso,4,placed on IR with lower body injury (CBC),Maple Leafs,C
13059,12/2/08,TOR,Jamal Mayers,la,28,broken right hand (DTD),Maple Leafs,RW
13060,10/27/11,TOR,James Reimer,head,2,placed on IR with head injury,Maple Leafs,LW
13063,2/12/13,TOR,James Reimer,ul,15,placed on IR with strained MCL in left knee,Maple Leafs,LW
13066,12/21/15,TOR,James Reimer,ul,5,placed on IR with groin injury,Maple Leafs,LW
13069,10/23/11,TOR,James Reimer,head,1,head injury (DTD),Maple Leafs,LW
13072,3/27/12,TOR,James Reimer,torso,6,upper body injury (out for season),Maple Leafs,LW
13075,12/4/15,TOR,James Reimer,ul,26,groin injury (DTD),Maple Leafs,LW
13078,11/17/14,TOR,James van Riemsdyk,ll,1,placed on IR with leg injury (out for season?),Maple Leafs,LW
13079,10/15/13,TOR,James van Riemsdyk,back,1,back spasms (DTD),Maple Leafs,LW
13080,1/11/16,TOR,James van Riemsdyk,ll,365,fractured foot (out for season),Maple Leafs,LW
13081,2/11/16,TOR,Jared Cowen,ul,15,placed on IR with hip injury (CBS S Y),Maple Leafs,RW
13084,11/26/08,TOR,Jason Blake,head,52,concussion (DTD),Maple Leafs,G
13085,12/9/10,TOR,Jay Rosehill,head,21,broken nose (DTD),Maple Leafs,LW
13086,12/26/10,TOR,Jean-Sebastien Giguere,ul,18,placed on IR with groin injury,Maple Leafs,G
13087,11/17/10,TOR,Jean-Sebastien Giguere,ul,1,groin injury (DTD),Maple Leafs,G
13089,10/9/08,TOR,Jeff Finger,ll,8,bruised foot (out indefinitely),Maple Leafs,D
13096,11/24/07,TOR,Jiri Tlusty,ll,8,ankle injury (DTD),Maple Leafs,LW
13097,1/24/13,TOR,Joffrey Lupul,head,51,placed on IR with fractured forearm,Maple Leafs,LW
13098,11/26/13,TOR,Joffrey Lupul,ul,14,placed on IR with strained groin,Maple Leafs,LW
13099,10/31/14,TOR,Joffrey Lupul,la,26,placed on IR with fractured hand,Maple Leafs,LW
13100,1/1/15,TOR,Joffrey Lupul,torso,28,placed on IR with lower body injury,Maple Leafs,LW
13101,11/30/15,TOR,Joffrey Lupul,torso,15,placed on IR with lower body injury,Maple Leafs,LW
13102,2/8/16,TOR,Joffrey Lupul,torso,1,placed on IR with sports hernia (out for season),Maple Leafs,LW
13103,4/5/13,TOR,Joffrey Lupul,head,1,concussion (DTD),Maple Leafs,LW
13104,10/25/13,TOR,Joffrey Lupul,ll,7,bruised foot (DTD),Maple Leafs,LW
13105,4/3/14,TOR,Joffrey Lupul,torso,7,lower body injury (DTD),Maple Leafs,LW
13106,4/6/14,TOR,Joffrey Lupul,ul,1,knee injury (out for season),Maple Leafs,LW
13108,11/24/09,TOR,John Mitchell,ul,42,placed on IR with knee injury,Maple Leafs,C
13111,1/2/11,TOR,John Mitchell,ul,37,placed on IR with knee injury,Maple Leafs,C
13114,11/7/08,TOR,John Mitchell,torso,111,right shoulder injury (out indefinitely),Maple Leafs,C
13117,3/17/07,TOR,John Pohl,torso,1,collarbone injury (DTD),Maple Leafs,C
13122,12/23/11,TOR,John-Michael Liles,head,2,sore neck (DTD),Maple Leafs,D
13125,3/25/13,TOR,John-Michael Liles,ll,33,ankle/leg injury (DTD),Maple Leafs,D
13128,11/25/08,TOR,Jonas Frogren,ua,4,arm injury (out indefinitely),Maple Leafs,LW
13132,10/8/09,TOR,Jonas Gustavsson,ul,18,placed on IR with groin injury,Maple Leafs,G
13133,2/13/11,TOR,Jonas Gustavsson,head,1,placed on IR with heart ablation procedure,Maple Leafs,G
13134,3/30/12,TOR,Jonas Gustavsson,ul,58,knee injury (DTD),Maple Leafs,G
13135,11/5/15,TOR,Jonathan Bernier,torso,6,placed on IR with lower body injury,Maple Leafs,G
13136,3/13/14,TOR,Jonathan Bernier,ul,2,groin injury (DTD),Maple Leafs,G
13137,2/7/15,TOR,Jonathan Bernier,ll,2,left leg injury (DTD),Maple Leafs,G
13139,2/12/16,TOR,Josh Leivo,torso,11,placed on IR with upper body injury,Maple Leafs,LW
13141,10/28/10,TOR,Kris Versteeg,back,77,back injury (DTD),Maple Leafs,LW
13142,9/23/07,TOR,Kyle Wellwood,ul,191,groin injury (out indefinitely),Maple Leafs,C
13143,3/23/13,TOR,Leo Komarov,torso,14,placed on IR with upper body injury,Maple Leafs,RW
13146,11/30/14,TOR,Leo Komarov,head,31,placed on IR with concussion,Maple Leafs,RW
13152,12/8/08,TOR,Luke Schenn,torso,36,lower body injury (DTD),Maple Leafs,RW
13154,10/3/13,TOR,Mark Fraser,ul,36,placed on IR with knee injury,Maple Leafs,C
13157,5/9/13,TOR,Mark Fraser,head,1,head injury (out for season),Maple Leafs,C
13163,12/17/16,TOR,Martin Marincin,torso,35,placed on IR with lower body injury,Maple Leafs,RW
13165,10/20/16,TOR,Martin Marincin,torso,13,lower body injury (DTD),Maple Leafs,RW
13167,3/15/08,TOR,Mats Sundin,ul,17,strained groin (DTD),Maple Leafs,C
13168,2/13/13,TOR,Matt Frattin,ul,24,placed on IR with left knee injury (surgery) (CBC CBS),Maple Leafs,RW
13169,3/22/12,TOR,Matt Frattin,ll,1,sprained ankle (DTD),Maple Leafs,RW
13170,2/13/13,TOR,Matt Frattin,ul,9,knee injury (DTD),Maple Leafs,RW
13171,10/31/16,TOR,Matt Hunwick,torso,11,placed on IR with lower body injury,Maple Leafs,RW
13174,3/8/16,TOR,Matt Hunwick,torso,232,sports hernia (surgery) (out for season),Maple Leafs,RW
13177,10/4/10,TOR,Matt Lashoff,torso,17,placed on IR with shoulder injury,Maple Leafs,D
13178,12/27/08,TOR,Matt Stajan,head,34,eye injury (DTD),Maple Leafs,C
13179,11/18/11,TOR,Matthew Lombardi,ua,43,placed on IR with arm injury,Maple Leafs,C
13180,5/4/13,TOR,Michael Kostka,la,365,fractured finger (out for season),Maple Leafs,D
13181,12/1/10,TOR,Mike Brown,la,43,placed on IR with broken finger,Maple Leafs,LW
13186,2/2/11,TOR,Mike Brown,torso,20,placed on IR with upper body injury,Maple Leafs,LW
13196,1/30/13,TOR,Mike Brown,torso,15,placed on IR with shoulder injury,Maple Leafs,LW
13201,11/26/10,TOR,Mike Brown,ul,1,groin injury (DTD),Maple Leafs,LW
13211,3/10/12,TOR,Mike Brown,ul,1,bruised thigh (DTD),Maple Leafs,LW
13216,2/14/13,TOR,Mike Brown,torso,25,shoulder injury (DTD),Maple Leafs,LW
13221,11/11/09,TOR,Mike Komisarek,ul,19,placed on IR with quadriceps injury,Maple Leafs,LW
13225,11/18/11,TOR,Mike Komisarek,ua,50,placed on IR with broken arm,Maple Leafs,LW
13229,11/10/09,TOR,Mike Komisarek,torso,1,lower body injury (left game),Maple Leafs,LW
13233,12/9/10,TOR,Mike Komisarek,la,11,finger injury (DTD),Maple Leafs,LW
13237,3/17/11,TOR,Mike Komisarek,torso,1,lower body injury (DTD),Maple Leafs,LW
13241,1/29/13,TOR,Mike Komisarek,head,6,eye injury (DTD),Maple Leafs,LW
13245,11/9/08,TOR,Mike Van Ryn,head,33,placed on IR with concussion / broken nose / broken finger,Maple Leafs,C
13250,2/9/09,TOR,Mike Van Ryn,torso,19,placed on IR with lower body injury,Maple Leafs,C
13255,9/30/09,TOR,Mike Van Ryn,ul,5,placed on IR with torn MCL in left knee (out for season),Maple Leafs,C
13260,12/19/08,TOR,Mike Van Ryn,head,6,concussion (DTD),Maple Leafs,C
13265,3/8/09,TOR,Mike Van Ryn,ul,365,torn MCL in left knee (out for season),Maple Leafs,C
13271,1/3/10,TOR,Mikhail Grabovski,la,1,fractured wrist (DTD),Maple Leafs,C
13272,4/1/12,TOR,Mikhail Grabovski,ll,10,lacerated leg (DTD),Maple Leafs,C
13273,4/1/16,TOR,Milan Michalek,ul,365,knee injury (out for season),Maple Leafs,LW
13274,2/21/17,TOR,Mitchell Marner,torso,7,placed on IR with upper body injury,Maple Leafs,RW
13275,2/16/17,TOR,Mitchell Marner,torso,28,upper body injury (DTD),Maple Leafs,RW
13276,1/18/17,TOR,Morgan Rielly,ul,19,right knee injury (DTD),Maple Leafs,D
13277,10/5/11,TOR,Nazem Kadri,ul,15,placed on IR with torn ligament in knee,Maple Leafs,C
13278,1/2/15,TOR,Nazem Kadri,torso,405,lower body injury (DTD),Maple Leafs,C
13279,12/18/15,TOR,Nick Spaling,torso,38,placed on IR with upper body injury,Maple Leafs,C
13280,11/17/15,TOR,Nick Spaling,torso,18,upper body injury (DTD),Maple Leafs,C
13281,3/20/16,TOR,Nikita Soshnikov,torso,326,lower (Y) / upper body injury (CBC) (DTD),Maple Leafs,RW
13282,12/8/08,TOR,Niklas Hagman,head,80,head injury (DTD),Maple Leafs,LW
13283,3/18/08,TOR,Nikolai Antropov,ul,13,knee injury (DTD),Maple Leafs,C
13284,1/13/09,TOR,Nikolai Kulemin,ll,8,placed on IR with ankle injury,Maple Leafs,LW
13285,10/3/13,TOR,Nikolai Kulemin,ll,30,placed on IR with chipped bone in ankle,Maple Leafs,LW
13286,3/15/12,TOR,Nikolai Kulemin,la,365,fractured finger (out for season),Maple Leafs,LW
13287,3/10/15,TOR,Olli Jokinen,torso,48,upper body injury (DTD),Maple Leafs,C
13289,3/20/14,TOR,Paul Ranger,head,52,head/neck injury (DTD),Maple Leafs,RW
13291,1/1/15,TOR,Peter Holland,torso,27,placed on IR with upper body injury,Maple Leafs,RW
13307,10/4/15,TOR,Petter Granberg,ll,49,placed on injured/non-roster list with Achilles injury,Maple Leafs,D
13308,10/19/09,TOR,Phil Kessel,torso,15,placed on IR with surgery on shoulder,Maple Leafs,RW
13310,2/28/16,TOR,Pierre-Alexandre Parenteau,torso,32,upper body injury (DTD),Maple Leafs,RW
13311,12/29/14,TOR,Richard Panik,torso,7,upper body injury (DTD),Maple Leafs,RW
13312,12/6/14,TOR,Roman Polak,torso,12,placed on IR with lower body injury,Maple Leafs,D
13318,11/2/15,TOR,Scott Harrington,torso,4,placed on IR with upper body injury,Maple Leafs,D
13321,10/30/15,TOR,Scott Harrington,torso,24,upper body injury (DTD),Maple Leafs,D
13324,2/8/16,TOR,Shawn Matthias,ul,24,whiplash (DTD),Maple Leafs,D
13333,1/19/15,TOR,Stephane Robidas,torso,47,upper body injury (DTD),Maple Leafs,C
13337,10/1/11,TOR,Tim Connolly,torso,26,placed on IR with upper body injury,Maple Leafs,C
13338,11/7/11,TOR,Tim Connolly,torso,10,placed on IR with upper body injury,Maple Leafs,C
13339,1/31/09,TOR,Tomas Kaberle,la,28,placed on IR with broken bone in right hand,Maple Leafs,LW
13342,3/2/07,TOR,Tomas Kaberle,head,1,concussion (out indefinitely),Maple Leafs,LW
13345,3/4/09,TOR,Tomas Kaberle,la,10,right hand injury (DTD),Maple Leafs,LW
13348,12/18/13,TOR,Trevor Smith,la,71,placed on IR with fractured hand,Maple Leafs,RW
13351,2/17/15,TOR,Trevor Smith,torso,47,lower body injury (DTD),Maple Leafs,RW
13354,12/31/11,TOR,Tyler Bozak,torso,17,placed on IR with shoulder injury,Maple Leafs,C
13355,10/27/13,TOR,Tyler Bozak,torso,29,placed on IR with lower body injury,Maple Leafs,C
13356,12/5/13,TOR,Tyler Bozak,torso,23,placed on IR with strained oblique muscle,Maple Leafs,C
13357,10/23/15,TOR,Tyler Bozak,torso,7,placed on IR with lower body injury,Maple Leafs,C
13358,2/11/16,TOR,Tyler Bozak,torso,41,placed on IR with upper body injury,Maple Leafs,C
13359,10/22/11,TOR,Tyler Bozak,ll,4,foot injury (DTD),Maple Leafs,C
13360,4/25/13,TOR,Tyler Bozak,torso,1334,upper body injury (DTD),Maple Leafs,C
13361,3/4/09,TOR,Vesa Toskala,ul,274,placed on IR with surgery on hip (out for season),Maple Leafs,G
13362,12/26/07,TOR,Vesa Toskala,ul,657,groin injury (DTD),Maple Leafs,G
13363,10/10/09,TOR,Viktor Stalberg,head,1,concussion (DTD),Maple Leafs,RW
13364,12/22/09,TOR,Viktor Stalberg,torso,42,upper body injury (DTD),Maple Leafs,RW
13365,1/3/10,TOR,Wayne Primeau,ul,23,knee injury (DTD),Maple Leafs,C
13366,11/26/16,TOR,William Nylander,torso,25,upper body injury (DTD),Maple Leafs,LW
13367,3/10/07,TOR,Yanic Perreault,torso,58,shoulder injury (DTD),Maple Leafs,C
13368,2/5/08,VAN,Aaron Miller,ll,8,hairline fracture in leg (DTD),Canucks,G
13370,3/8/08,VAN,Aaron Miller,torso,39,shoulder injury (DTD),Canucks,G
13372,1/15/11,VAN,Aaron Rome,ul,20,placed on IR with sprained MCL in knee,Canucks,LW
13375,10/5/11,VAN,Aaron Rome,la,32,placed on IR with broken hand,Canucks,LW
13378,11/25/11,VAN,Aaron Rome,la,6,placed on IR with thumb inijury,Canucks,LW
13381,12/21/11,VAN,Aaron Rome,la,22,placed on IR with broken thumb,Canucks,LW
13384,1/9/10,VAN,Aaron Rome,head,14,head/facial injury (DTD),Canucks,LW
13387,1/14/11,VAN,Aaron Rome,ul,1,sprained MCL in knee (out indefinitely),Canucks,LW
13390,5/22/11,VAN,Aaron Rome,head,12,head injury (DTD),Canucks,LW
13393,12/19/11,VAN,Aaron Rome,la,1,broken thumb (DTD),Canucks,LW
13399,12/6/11,VAN,Aaron Volpatti,torso,20,placed on IR with surgery on shoulder to repair torn labrum (out for season),Canucks,LW
13400,3/15/16,VAN,Alex Biega,torso,10,upper body injury (DTD),Canucks,C
13401,1/26/11,VAN,Alexander Edler,back,71,placed on IR with surgery on back,Canucks,G
13411,2/19/15,VAN,Alexander Edler,torso,14,placed on IR with lower body injury,Canucks,G
13416,2/10/16,VAN,Alexander Edler,ll,5,placed on IR with fractured fibula (out for season),Canucks,G
13421,11/27/16,VAN,Alexander Edler,la,31,placed on IR with fractured finger,Canucks,G
13426,10/4/07,VAN,Alexander Edler,ul,1,hip injury (DTD),Canucks,G
13431,12/9/09,VAN,Alexander Edler,torso,2522,left arm body injury (DTD),Canucks,G
13436,10/30/09,VAN,Alexandre Bolduc,torso,31,placed on IR with shoulder injury,Canucks,C
13437,1/14/10,VAN,Alexandre Bolduc,torso,12,placed on IR with shoulder injury,Canucks,C
13438,10/11/10,VAN,Alexandre Bolduc,ll,55,placed on IR with high ankle sprain,Canucks,C
13439,1/15/11,VAN,Alexandre Bolduc,torso,65,placed on IR with shoulder injury,Canucks,C
13440,10/8/13,VAN,Alexandre Burrows,ll,20,placed on IR with fractured foot,Canucks,LW
13441,12/6/13,VAN,Alexandre Burrows,head,43,placed on IR with fractured jaw,Canucks,LW
13442,10/23/16,VAN,Alexandre Burrows,head,10,placed on IR with neck injury,Canucks,LW
13443,4/13/07,VAN,Alexandre Burrows,head,9,head injury (DTD),Canucks,LW
13444,9/17/10,VAN,Alexandre Burrows,torso,2,surgery on shoulder to repair torn labrum (out indefinitely),Canucks,LW
13445,10/4/13,VAN,Alexandre Burrows,ll,4,bruised foot (DTD),Canucks,LW
13446,12/2/13,VAN,Alexandre Burrows,head,10,fractured jaw (DTD),Canucks,LW
13447,3/21/14,VAN,Alexandre Burrows,la,1,hand injury (DTD),Canucks,LW
13448,11/20/14,VAN,Alexandre Burrows,torso,12,upper body injury (DTD),Canucks,LW
13449,1/2/17,VAN,Alexandre Burrows,head,60,eye injury (DTD),Canucks,LW
13450,2/15/11,VAN,Andrew Alberts,la,6,"placed on IR with broken wrist (surgery, out for season)",Canucks,G
13454,1/7/14,VAN,Andrew Alberts,head,1,placed on IR with concussion (out for season),Canucks,G
13458,10/27/10,VAN,Andrew Alberts,ul,13,knee injury (DTD),Canucks,G
13462,1/17/11,VAN,Andrew Alberts,torso,1,right shoulder injury (DTD),Canucks,G
13466,4/19/11,VAN,Andrew Alberts,la,1,broken wrist (out for season) (CBC),Canucks,G
13470,12/30/13,VAN,Andrew Alberts,head,365,concussion (out for season),Canucks,G
13474,1/15/12,VAN,Andrew Ebbett,torso,76,placed on IR with broken collarbone,Canucks,C
13475,11/11/11,VAN,Andrew Ebbett,ll,11,fractured foot (DTD),Canucks,C
13477,1/17/17,VAN,Anton Rodin,ul,5,placed on IR with knee injury,Canucks,RW
13482,12/3/15,VAN,Ben Hutton,torso,51,lower body injury (DTD),Canucks,RW
13489,1/30/15,VAN,Brad Richardson,torso,42,placed on IR with lower body injury,Canucks,C
13490,1/19/15,VAN,Brad Richardson,torso,13,lower body injury (DTD),Canucks,C
13491,3/19/15,VAN,Brad Richardson,ll,56,ankle injury (DTD),Canucks,C
13492,10/28/15,VAN,Brandon Prust,ll,24,placed on IR with ankle injury,Canucks,LW
13493,1/3/16,VAN,Brandon Prust,ll,28,leg injury (DTD),Canucks,LW
13494,11/21/15,VAN,Brandon Sutter,torso,66,placed on IR with hernia,Canucks,C
13495,2/10/16,VAN,Brandon Sutter,head,8,placed on IR with fractured jaw (out for season),Canucks,C
13496,11/12/15,VAN,Brandon Sutter,torso,55,hernia (DTD),Canucks,C
13498,12/12/07,VAN,Brendan Morrison,la,1,wrist injury (out indefinitely),Canucks,C
13500,4/11/07,VAN,Brent Sopel,back,7,back spasms (DTD),Canucks,D
13501,10/5/11,VAN,Byron Bitz,torso,90,placed on IR with sports hernia,Canucks,RW
13502,2/19/12,VAN,Byron Bitz,ul,35,hip flexor injury (DTD),Canucks,RW
13503,2/27/08,VAN,Byron Ritchie,back,17,back injury (DTD),Canucks,C
13504,10/6/15,VAN,Chris Higgins,ll,5,placed on IR with foot injury,Canucks,LW
13509,12/6/11,VAN,Chris Higgins,ll,4,foot injury (DTD) (CBC),Canucks,LW
13514,12/27/11,VAN,Chris Higgins,la,1,hand injury (DTD),Canucks,LW
13519,3/21/13,VAN,Chris Higgins,back,1110,back injury (DTD),Canucks,LW
13524,4/6/10,VAN,Christian Ehrhoff,ul,12,sprained left knee (out indefinitely),Canucks,RW
13525,12/9/10,VAN,Christian Ehrhoff,head,14,concussion (DTD),Canucks,RW
13526,5/22/11,VAN,Christian Ehrhoff,torso,6,shoulder injury (DTD),Canucks,RW
13527,1/29/14,VAN,Christopher Tanev,la,30,placed on IR with fractured thumb,Canucks,G
13532,2/21/15,VAN,Christopher Tanev,torso,16,placed on IR with upper body injury,Canucks,G
13537,12/28/15,VAN,Christopher Tanev,torso,4,placed on IR with lower body injury,Canucks,G
13542,10/28/16,VAN,Christopher Tanev,torso,5,placed on IR with lower body injury,Canucks,G
13547,11/3/16,VAN,Christopher Tanev,torso,1,placed on IR with lower body injury,Canucks,G
13552,4/2/11,VAN,Christopher Tanev,torso,2,upper body injury (DTD),Canucks,G
13557,4/8/13,VAN,Christopher Tanev,ll,8,leg injury (out for season),Canucks,G
13562,3/18/14,VAN,Christopher Tanev,la,1,hand injury / fractured finger (out for season),Canucks,G
13567,2/5/15,VAN,Christopher Tanev,head,1,concussion-like symptoms (DTD),Canucks,G
13572,11/8/15,VAN,Christopher Tanev,torso,426,upper body injury (DTD),Canucks,G
13577,12/11/11,VAN,Cody Hodgson,head,21,head injury (DTD),Canucks,C
13578,4/24/11,VAN,Cory Schneider,torso,731,lower body injury (left game),Canucks,G
13579,12/1/08,VAN,Curtis Sanford,back,1,back spasms (DTD),Canucks,G
13581,3/28/13,VAN,Dale Weise,torso,9,placed on IR with shoulder injury,Canucks,RW
13582,10/25/13,VAN,Dale Weise,ll,25,placed on IR with leg injury,Canucks,RW
13583,2/9/12,VAN,Dale Weise,ll,1,foot injury (DTD),Canucks,RW
13585,11/21/14,VAN,Dan Hamhuis,torso,55,placed on IR with lower body injury,Canucks,D
13590,10/27/15,VAN,Dan Hamhuis,torso,6,placed on IR with lower body injury,Canucks,D
13595,12/10/15,VAN,Dan Hamhuis,torso,58,placed on IR with facial fractures,Canucks,D
13600,10/18/10,VAN,Dan Hamhuis,ll,7,foot injury (DTD),Canucks,D
13605,2/10/11,VAN,Dan Hamhuis,head,6,concussion (DTD),Canucks,D
13610,6/2/11,VAN,Dan Hamhuis,torso,365,lower body injury (out for season),Canucks,D
13615,10/10/09,VAN,Daniel Sedin,ll,43,placed on IR with fractured left foot,Canucks,LW
13616,3/5/14,VAN,Daniel Sedin,ul,18,placed on IR with strained left hamstring,Canucks,LW
13617,4/1/10,VAN,Daniel Sedin,back,2,back injury (DTD),Canucks,LW
13618,3/22/12,VAN,Daniel Sedin,head,1,head injury (DTD),Canucks,LW
13620,10/20/08,VAN,Darcy Hordichuk,ul,10,sprained knee (DTD),Canucks,LW
13622,12/8/11,VAN,David Booth,ul,439,placed on IR with sprained MCL in right knee,Canucks,RW
13627,3/17/13,VAN,David Booth,ll,1,placed on IR with left ankle injury (out for season),Canucks,RW
13632,12/7/11,VAN,David Booth,ul,5,sprained MCL in right knee (DTD),Canucks,RW
13642,10/23/16,VAN,Derek Dorsett,torso,10,placed on IR with shoulder injury,Canucks,RW
13643,11/18/16,VAN,Derek Dorsett,torso,1,placed on IR with shoulder injury,Canucks,RW
13644,12/5/16,VAN,Derek Dorsett,head,10,placed on IL with surgery on neck,Canucks,RW
13645,1/30/15,VAN,Derek Dorsett,torso,410,lower body injury (DTD),Canucks,RW
13646,12/16/16,VAN,Erik Gudbranson,la,26,placed on IR with wrist injury,Canucks,RW
13651,2/11/15,VAN,Frank Corrado,torso,18,placed on IR with upper body injury,Canucks,LW
13655,10/21/14,VAN,Frank Corrado,torso,30,upper body injury (DTD),Canucks,LW
13659,11/5/10,VAN,Guillaume Desbiens,la,19,placed on IR with broken right hand,Canucks,RW
13660,1/19/14,VAN,Henrik Sedin,torso,10,bruised ribs (DTD),Canucks,C
13661,2/6/14,VAN,Henrik Sedin,la,1,bruised ribs & finger injury (DTD),Canucks,C
13662,3/24/14,VAN,Henrik Sedin,ll,2,leg injury (DTD),Canucks,C
13664,11/23/16,VAN,Jack Skille,torso,36,upper body injury (DTD),Canucks,RW
13665,10/7/15,VAN,Jacob Markstrom,torso,2,placed on IR with lower body injury (Y),Canucks,G
13666,10/10/15,VAN,Jacob Markstrom,ul,30,placed on IR with hamstring injury,Canucks,G
13667,2/27/17,VAN,Jacob Markstrom,torso,41,placed on IR with lower body injury,Canucks,G
