,date,team,player,injury,duration,notes,long_name,position
13668,12/1/15,VAN,Jake Virtanen,torso,8,placed on IR with upper body injury,Canucks,RW
13669,2/22/09,VAN,Jannik Hansen,la,32,placed on IR with broken pinky finger,Canucks,RW
13670,9/30/09,VAN,Jannik Hansen,la,43,placed on IR with right hand injury,Canucks,RW
13671,10/23/13,VAN,Jannik Hansen,torso,25,placed on IR with upper body injury,Canucks,RW
13672,1/8/16,VAN,Jannik Hansen,torso,9,placed on IR with upper body injury,Canucks,RW
13673,11/7/16,VAN,Jannik Hansen,torso,34,placed on IR with shoulder injury / fractured ribs,Canucks,RW
13674,12/23/16,VAN,Jannik Hansen,ul,43,placed on IR with knee injury,Canucks,RW
13675,9/21/07,VAN,Jannik Hansen,la,10,broken thumb (out indefinitely),Canucks,RW
13676,11/2/08,VAN,Jannik Hansen,ul,7,groin injury (DTD),Canucks,RW
13677,2/20/09,VAN,Jannik Hansen,la,6,broken pinky finger (DTD),Canucks,RW
13678,12/22/14,VAN,Jannik Hansen,torso,1,upper body injury (DTD),Canucks,RW
13679,12/23/16,VAN,Jannik Hansen,ul,5,knee injury (DTD),Canucks,RW
13681,10/29/16,VAN,Jayson Megna,torso,21,placed on IR with shoulder injury,Canucks,C
13682,10/15/07,VAN,Jeff Cowan,ul,1,hip flexor (DTD),Canucks,LW
13684,9/30/13,VAN,Jordan Schroeder,ll,15,placed on IR with fractured left foot,Canucks,C
13685,10/19/13,VAN,Jordan Schroeder,ll,94,placed on IR with ankle injury,Canucks,C
13686,3/2/07,VAN,Josh Green,ul,31,sprained right knee (out 3-5 weeks),Canucks,RW
13687,2/8/11,VAN,Keith Ballard,ul,14,placed on IR with sprained right knee,Canucks,RW
13692,2/18/12,VAN,Keith Ballard,head,55,placed on IR with headaches,Canucks,RW
13697,4/3/13,VAN,Keith Ballard,ll,5,placed on IR wtih fractured foot,Canucks,RW
13702,10/17/10,VAN,Keith Ballard,head,1,concussion (DTD),Canucks,RW
13707,11/17/11,VAN,Keith Ballard,back,11,back injury (out indefinitely),Canucks,RW
13712,2/13/12,VAN,Keith Ballard,head,8,headaches (DTD),Canucks,RW
13717,3/6/13,VAN,Keith Ballard,torso,1,lower body injury (DTD),Canucks,RW
13722,3/28/13,VAN,Keith Ballard,ll,6,fractured foot (DTD),Canucks,RW
13727,4/21/13,VAN,Keith Ballard,back,27,strained back (DTD),Canucks,RW
13732,11/13/08,VAN,Kevin Bieksa,ll,14,placed on IR with broken foot,Canucks,RW
13737,3/8/11,VAN,Kevin Bieksa,ll,15,placed on IR with fractured left foot,Canucks,RW
13742,1/30/14,VAN,Kevin Bieksa,ll,27,placed on IR with bruised foot,Canucks,RW
13747,1/30/15,VAN,Kevin Bieksa,la,42,placed on IR with fractured hand,Canucks,RW
13752,11/3/07,VAN,Kevin Bieksa,ll,6,lacerated calf (out indefinitely),Canucks,RW
13757,10/13/08,VAN,Kevin Bieksa,ul,1,left knee injury (DTD),Canucks,RW
13762,12/30/09,VAN,Kevin Bieksa,ll,1,lacerated leg (out indefinitely),Canucks,RW
13767,2/22/13,VAN,Kevin Bieksa,ul,5,groin injury (DTD),Canucks,RW
13772,4/16/13,VAN,Kevin Bieksa,torso,8,lower body injury (DTD),Canucks,RW
13777,1/21/15,VAN,Kevin Bieksa,la,28,fractured hand (DTD),Canucks,RW
13782,10/25/09,VAN,Kyle Wellwood,ll,25,broken right big toe (DTD),Canucks,C
13783,10/7/08,VAN,Lawrence Nycholat,back,9,placed on IR with back injury,Canucks,C
13784,2/3/11,VAN,Lee Sweatt,ll,4,placed on IR with foot injury,Canucks,RW
13786,4/4/16,VAN,Linden Vey,torso,365,upper body injury (out for season),Canucks,RW
13787,3/7/17,VAN,Loui Eriksson,torso,6,lower body injury (DTD),Canucks,RW
13788,11/1/15,VAN,Luca Sbisa,ll,17,placed on IR with foot injury,Canucks,D
13793,12/9/15,VAN,Luca Sbisa,la,38,placed on IR with hand injury,Canucks,D
13803,12/3/15,VAN,Luca Sbisa,la,12,hand injury (DTD),Canucks,D
13808,3/15/16,VAN,Luca Sbisa,torso,365,upper body injury (out for season),Canucks,D
13813,10/15/07,VAN,Lukas Krajicek,ll,39,foot injury (DTD),Canucks,D
13814,3/17/11,VAN,Manny Malhotra,head,79,placed on IR with left eye injury,Canucks,C
13815,2/14/13,VAN,Manny Malhotra,head,365,placed on IR with eye injury (out for season),Canucks,C
13817,10/5/11,VAN,Mason Raymond,torso,57,placed on IR with fractured vertebrae,Canucks,LW
13818,12/10/10,VAN,Mason Raymond,la,5,broken left thumb (DTD),Canucks,LW
13819,3/7/11,VAN,Mason Raymond,torso,756,shoulder injury (DTD),Canucks,LW
13820,9/29/09,VAN,Mathieu Schneider,torso,26,placed on IR recovering from surgery on shoulder,Canucks,D
13822,4/19/09,VAN,Mats Sundin,ul,32,sore groin (DTD),Canucks,C
13823,4/13/07,VAN,Matt Cooke,ul,5,groin injury (DTD),Canucks,LW
13824,3/25/07,VAN,Mattias Ohlund,ua,11,elbow injury (DTD),Canucks,C
13827,12/23/07,VAN,Mattias Ohlund,back,13,back spasms (DTD),Canucks,C
13830,3/5/08,VAN,Mattias Ohlund,ul,8,knee injury (DTD),Canucks,C
13833,11/1/09,VAN,Michael Grabner,ll,48,placed on IR with fractured ankle,Canucks,RW
13834,3/17/10,VAN,Mikael Samuelsson,torso,1,upper body injury (DTD),Canucks,RW
13835,12/6/10,VAN,Mikael Samuelsson,head,7,concussion (DTD),Canucks,RW
13837,5/8/11,VAN,Mikael Samuelsson,ll,1,left leg injury (out for season),Canucks,RW
13839,1/18/14,VAN,Mike Santorelli,ua,365,placed on IR with arm injury (out for season),Canucks,C
13840,2/16/15,VAN,Nick Bonino,ll,8,placed on IR with foot injury,Canucks,C
13841,2/10/15,VAN,Nick Bonino,torso,10,lower body injury (DTD),Canucks,C
13842,10/1/13,VAN,Nicklas Jensen,torso,29,placed on IR with upper body injury,Canucks,RW
13843,10/5/11,VAN,Nolan Baumgartner,ll,1,placed on IR with broken foot,Canucks,C
13845,4/23/10,VAN,Nolan Baumgartner,ul,60,right knee injury (DTD),Canucks,C
13847,10/21/08,VAN,Pavol Demitra,torso,25,placed on IR with bruised ribs,Canucks,C
13848,1/19/09,VAN,Pavol Demitra,ul,15,placed on IR with strained groin,Canucks,C
13849,9/14/09,VAN,Pavol Demitra,la,124,placed on IR with torn rotator cuff in left shoulder,Canucks,C
13850,2/25/09,VAN,Pavol Demitra,la,10,finger injury (DTD),Canucks,C
13851,5/5/09,VAN,Pavol Demitra,torso,365,shoulder injury (out for season),Canucks,C
13852,12/7/16,VAN,Philip Larsen,torso,49,placed on IR with upper body injury,Canucks,G
13856,11/18/15,VAN,Radim Vrbata,ul,10,groin injury (DTD),Canucks,RW
13858,10/25/07,VAN,Rick Rypien,la,40,placed on IR with broken finger,Canucks,C
13859,10/19/08,VAN,Rick Rypien,torso,163,placed on IR with sports hernia,Canucks,C
13860,10/9/10,VAN,Rick Rypien,torso,4,placed on IR with upper body injury,Canucks,C
13862,11/26/09,VAN,Rick Rypien,torso,312,lower (Y) / upper (CBC) body injury (DTD),Canucks,C
13863,11/23/08,VAN,Roberto Luongo,ul,53,placed on IR with strained groin,Canucks,G
13864,10/28/09,VAN,Roberto Luongo,torso,13,placed on IR with fractured rib,Canucks,G
13865,12/27/13,VAN,Roberto Luongo,ul,6,placed on IR with groin injury,Canucks,G
13866,12/12/07,VAN,Roberto Luongo,torso,2216,rib injury (DTD),Canucks,G
13867,11/25/08,VAN,Ryan Johnson,la,45,placed on IR with broken finger,Canucks,D
13871,10/28/09,VAN,Ryan Johnson,head,1,placed on IR with neck injury,Canucks,D
13875,12/26/09,VAN,Ryan Johnson,ll,101,sore foot (DTD),Canucks,D
13879,10/5/11,VAN,Ryan Kesler,ul,13,placed on IR with surgery on left hip,Canucks,C
13881,2/27/13,VAN,Ryan Kesler,ll,40,placed on IR with fractured right foot,Canucks,C
13882,4/13/07,VAN,Ryan Kesler,la,1,broken finger (out indefinitely),Canucks,C
13883,3/13/14,VAN,Ryan Kesler,ul,43,sprained knee (DTD),Canucks,C
13884,2/23/15,VAN,Ryan Miller,ul,45,placed on IR with sprained knee,Canucks,G
13886,12/9/16,VAN,Ryan Miller,ll,22,ankle injury (DTD),Canucks,G
13887,11/1/10,VAN,Ryan Parent,ul,44,pulled groin (DTD),Canucks,LW
13888,12/29/13,VAN,Ryan Stanton,ll,25,placed on IR with left ankle injury,Canucks,LW
13892,10/17/14,VAN,Ryan Stanton,torso,13,placed on IR with lower body injury,Canucks,LW
13896,12/18/13,VAN,Ryan Stanton,ll,5,left ankle injury (DTD),Canucks,LW
13900,11/2/14,VAN,Ryan Stanton,torso,3,lower body injury (DTD),Canucks,LW
13904,10/13/09,VAN,Sami Salo,ul,16,placed on IR with sprained MCL in right knee,Canucks,LW
13909,3/19/07,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks,LW
13914,9/17/07,VAN,Sami Salo,la,2,left wrist injury (out indefinitely),Canucks,LW
13919,11/3/07,VAN,Sami Salo,head,1,broken nose (out indefinitely),Canucks,LW
13924,1/31/08,VAN,Sami Salo,ul,10,groin injury (DTD),Canucks,LW
13929,12/18/08,VAN,Sami Salo,torso,12,broken rib (DTD),Canucks,LW
13934,4/21/09,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks,LW
13939,5/2/09,VAN,Sami Salo,torso,1,lower body injury (DTD),Canucks,LW
13944,1/9/10,VAN,Sami Salo,head,9,eye injury (DTD),Canucks,LW
13949,1/23/10,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks,LW
13954,4/10/10,VAN,Sami Salo,ll,1,leg injury (DTD),Canucks,LW
13959,11/3/11,VAN,Sami Salo,ul,9,groin injury (DTD),Canucks,LW
13969,4/8/10,VAN,Shane O'Brien,torso,31,shoulder injury (DTD),Canucks,D
13970,12/6/14,VAN,Shawn Matthias,head,42,head injury (DTD),Canucks,LW
13972,1/11/10,VAN,Steve Bernier,ul,51,groin injury (DTD),Canucks,RW
13973,10/5/11,VAN,Steven Pinizzotto,torso,1,placed on IR with shoulder injury (out for season),Canucks,RW
13975,12/29/15,VAN,Sven Baertschi,head,8,placed on IR with sore neck,Canucks,LW
13978,11/25/16,VAN,Sven Baertschi,ll,1,lacerated foot (DTD),Canucks,LW
13979,2/8/17,VAN,Sven Baertschi,head,7,concussion (DTD),Canucks,LW
13981,2/18/08,VAN,Taylor Pyatt,torso,1,shoulder injury (DTD),Canucks,LW
13982,4/2/08,VAN,Taylor Pyatt,head,1,concussion (DTD),Canucks,LW
13983,12/26/08,VAN,Taylor Pyatt,ll,36,broken right foot (DTD),Canucks,LW
13984,11/3/14,VAN,Tom Sestito,ll,33,placed on IR with leg injury,Canucks,LW
13985,3/13/07,VAN,Tommi Santala,torso,44,shoulder injury (DTD),Canucks,C
13986,3/13/07,VAN,Willie Mitchell,ul,8,groin injury (DTD),Canucks,LW
13989,1/19/08,VAN,Willie Mitchell,back,731,sore back (DTD),Canucks,LW
13993,2/4/14,VAN,Yannick Weber,torso,4,placed on IR with upper body injury,Canucks,G
13997,3/20/13,VAN,Zack Kassian,back,10,placed on IR with back injury,Canucks,RW
13998,11/6/14,VAN,Zack Kassian,torso,13,placed on IR with lower body injury (date 11-09 per CBC),Canucks,RW
13999,11/27/14,VAN,Zack Kassian,la,35,placed on IR with finger injury,Canucks,RW
14002,2/13/13,WPG,Al Montoya,torso,14,placed on IR with lower body injury,Jets,G
14003,3/18/13,WPG,Al Montoya,torso,3,placed on IR with lower body injury,Jets,G
14004,3/14/13,WPG,Al Montoya,torso,382,lower body injury (DTD),Jets,G
14005,1/7/12,WPG,Alexander Burmistrov,torso,1796,mid body injury (DTD),Jets,C
14006,11/3/15,WPG,Andrew Copp,torso,7,placed on IR with upper body injury,Jets,C
14007,2/15/17,WPG,Andrew Copp,torso,41,upper body injury (DTD),Jets,C
14008,4/7/14,WPG,Andrew Ladd,ua,365,elbow injury (out for season),Jets,LW
14009,3/3/13,WPG,Anthony Peluso,la,44,placed on IR with hand injury,Jets,RW
14010,10/30/14,WPG,Anthony Peluso,torso,17,placed on IR with upper body injury,Jets,RW
14011,4/23/13,WPG,Anthony Peluso,la,1,hand injury (out for season),Jets,RW
14012,3/4/16,WPG,Anthony Peluso,torso,365,upper body injury (out for season),Jets,RW
14013,1/18/13,WPG,Antti Miettinen,torso,37,placed on IR with upper body injury,Jets,RW
14014,2/24/13,WPG,Antti Miettinen,torso,29,lower body injury (DTD),Jets,RW
14015,2/23/15,WPG,Ben Chiarot,la,42,placed on IR with fractured hand,Jets,G
14021,10/5/11,WPG,Ben Maxwell,torso,17,placed on IR with upper body injury,Jets,C
14022,2/24/15,WPG,Blake Wheeler,ul,5,placed on IR with knee injury,Jets,RW
14023,1/15/12,WPG,Blake Wheeler,head,55,throat injury (DTD),Jets,RW
14027,11/14/11,WPG,Brett Festerling,torso,5,upper body injury (DTD),Jets,C
14030,12/31/11,WPG,Bryan Little,ll,7,placed on IR with foot injury,Jets,C
14031,10/27/16,WPG,Bryan Little,torso,33,placed on IR with lower body injury,Jets,C
14032,12/20/11,WPG,Bryan Little,back,1760,back injury (DTD),Jets,C
14035,10/28/11,WPG,Chris Mason,ul,11,groin injury (DTD),Jets,RW
14038,3/10/12,WPG,Chris Thorburn,torso,1,lower body injury (out indefinitely),Jets,RW
14039,3/14/14,WPG,Chris Thorburn,ll,365,fractured foot (out for season),Jets,RW
14040,10/29/11,WPG,Derek Meech,torso,84,placed on IR with lower body injury,Jets,RW
14042,11/1/16,WPG,Drew Stafford,torso,22,placed on IR with upper body injury,Jets,RW
14045,1/7/12,WPG,Dustin Byfuglien,ul,26,placed on IR with knee injury,Jets,RW
14047,10/4/11,WPG,Eric Fehr,torso,46,placed on IR recovering from surgery on right shoulder,Jets,RW
14048,12/1/11,WPG,Eric Fehr,torso,107,right shoulder injury (DTD),Jets,RW
14050,1/24/12,WPG,Evander Kane,head,14,placed on IR with concussion,Jets,LW
14051,1/16/14,WPG,Evander Kane,la,5,placed on IR with hand injury,Jets,LW
14052,2/3/14,WPG,Evander Kane,la,23,placed on IR with infection in hand,Jets,LW
14053,10/17/14,WPG,Evander Kane,ul,13,placed on IR with sprained right knee,Jets,LW
14055,2/5/15,WPG,Evander Kane,torso,3,placed on IR recovering from surgery on left shoulder (out for season),Jets,LW
14056,1/21/12,WPG,Evander Kane,head,9,concussion (DTD),Jets,LW
14057,11/3/13,WPG,Evander Kane,torso,1,lower body injury (DTD),Jets,LW
14058,1/10/14,WPG,Evander Kane,la,13,hand injury (DTD),Jets,LW
14059,10/10/14,WPG,Evander Kane,torso,27,lower body injury (DTD),Jets,LW
14060,1/8/15,WPG,Grant Clitsome,back,104,placed on IR with surgery on back,Jets,D
14070,10/19/13,WPG,Jacob Trouba,torso,37,placed on IR with upper body injury,Jets,C
14073,12/18/14,WPG,Jacob Trouba,torso,34,placed on IR with upper body injury,Jets,C
14076,12/15/14,WPG,Jacob Trouba,torso,819,upper body injury (DTD),Jets,C
14079,3/24/13,WPG,James Wright,torso,13,placed on IR with upper body injury,Jets,C
14082,3/4/14,WPG,James Wright,ll,8,placed on IR with sprained ankle (out for season),Jets,C
14085,3/22/13,WPG,James Wright,torso,31,upper body injury (DTD),Jets,C
14088,2/2/15,WPG,Jay Harrison,torso,6,upper body injury (DTD),Jets,C
14089,3/13/13,WPG,Jim Slater,la,1,placed on IR with hand injury (out for season),Jets,G
14093,10/26/13,WPG,Jim Slater,torso,123,placed on IR with sports hernia,Jets,G
14097,12/29/11,WPG,Jim Slater,torso,808,rib injury (DTD),Jets,G
14101,11/4/16,WPG,Joel Armia,torso,48,placed on IR with lower body injury (Y),Jets,RW
14102,3/8/16,WPG,Joel Armia,torso,241,lower body injury (DTD),Jets,RW
14103,3/12/14,WPG,John Albert,torso,10,upper body injury (DTD),Jets,RW
14105,10/5/11,WPG,Kenndal McArdle,torso,19,placed on IR with lower body injury,Jets,LW
14106,11/14/16,WPG,Kyle Connor,torso,11,placed on IR with upper body injury,Jets,LW
14107,4/2/12,WPG,Kyle Wellwood,ll,1,broken left foot (out for season),Jets,C
14109,1/19/13,WPG,Mark Dekanich,ul,29,placed on IR with hamstring injury,Jets,G
14110,12/27/15,WPG,Mark Scheifele,head,7,placed on IR with concussion,Jets,C
14112,3/5/14,WPG,Mark Scheifele,ul,12,sprained MCL in knee (out for season),Jets,C
14113,1/10/16,WPG,Mark Scheifele,torso,328,lower body injury (DTD),Jets,C
14114,11/1/13,WPG,Mark Stuart,ul,21,placed on IR with hip injury,Jets,D
14129,2/25/16,WPG,Mark Stuart,la,28,placed on IR with fractured hand,Jets,D
14134,11/3/11,WPG,Mark Stuart,torso,1,upper body injury (DTD),Jets,D
14139,10/19/13,WPG,Mark Stuart,ul,8,hip injury (DTD),Jets,D
14144,12/18/14,WPG,Mark Stuart,torso,7,lower body injury (DTD),Jets,D
14149,2/15/16,WPG,Mark Stuart,la,1,fractured hand (DTD),Jets,D
14154,11/1/16,WPG,Mark Stuart,torso,60,lower body injury (DTD),Jets,D
14159,12/30/16,WPG,Marko Dano,ll,62,placed on IR with leg injury,Jets,C
14160,1/21/15,WPG,Mathieu Perreault,torso,6,placed on IR with upper body injury,Jets,C
14161,2/17/15,WPG,Mathieu Perreault,ll,39,placed on IR with left leg injury,Jets,C
14163,11/12/16,WPG,Mathieu Perreault,torso,19,placed on IR with upper body injury,Jets,C
14164,1/25/17,WPG,Mathieu Perreault,torso,8,placed on IR with upper body injury,Jets,C
14166,3/21/16,WPG,Mathieu Perreault,head,9,concussion (out for season),Jets,C
14167,11/4/16,WPG,Mathieu Perreault,torso,81,upper body injury (DTD),Jets,C
14168,12/15/13,WPG,Matt Halischuk,head,14,placed on IR with fractured forearm,Jets,RW
14169,11/28/16,WPG,Nic Petan,torso,22,placed on IR with lower body injury,Jets,C
14170,11/5/11,WPG,Nikolai Antropov,la,11,hand injury (DTD),Jets,C
14171,12/12/11,WPG,Nikolai Antropov,ll,1,foot injury (DTD),Jets,C
14172,3/19/12,WPG,Nikolai Antropov,torso,380,lower body injury (DTD),Jets,C
14173,3/4/16,WPG,Nikolaj Ehlers,head,38,eye injury (DTD),Jets,LW
14174,4/21/13,WPG,Olli Jokinen,ll,365,ankle injury (out for season),Jets,C
14175,11/22/15,WPG,Ondrej Pavelec,ul,82,placed on IR with sprained knee,Jets,G
14176,2/14/17,WPG,Ondrej Pavelec,torso,17,placed on IR with lower body injury,Jets,G
14177,3/15/14,WPG,Ondrej Pavelec,torso,1,lower body injury (DTD),Jets,G
14178,3/6/17,WPG,Ondrej Pavelec,ul,28,knee injury (DTD),Jets,G
14179,10/6/14,WPG,Patrice Cormier,head,8,placed on IR with eye injury,Jets,C
14180,10/28/14,WPG,Patrice Cormier,head,21,eye injury (DTD),Jets,C
14181,1/13/17,WPG,Patrik Laine,head,11,placed on IR with concussion,Jets,LW
14182,1/8/17,WPG,Patrik Laine,head,18,concussion (DTD),Jets,LW
14183,10/27/13,WPG,Paul Postma,ll,103,placed on IR with blood clot in leg,Jets,C
14189,11/12/11,WPG,Randy Jones,ll,27,placed on IR with right ankle injury,Jets,D
14191,12/17/11,WPG,Randy Jones,torso,14,placed on IR with upper body injury,Jets,D
14193,11/4/11,WPG,Randy Jones,ll,2,bruised right ankle (DTD),Jets,D
14195,12/13/11,WPG,Randy Jones,torso,49,upper body injury (DTD),Jets,D
14197,10/18/11,WPG,Ron Hainsey,torso,1,upper body injury (DTD),Jets,C
14201,4/5/12,WPG,Ron Hainsey,ll,1,bruised foot (out for season),Jets,C
14205,3/24/13,WPG,Ron Hainsey,torso,42,upper body injury (DTD),Jets,C
14211,4/3/12,WPG,Tanner Glass,ll,365,fractured foot (out for season),Jets,LW
14212,2/2/12,WPG,Tim Stapleton,torso,9,placed on IR with lower body injury,Jets,C
14213,1/21/12,WPG,Tim Stapleton,torso,35,lower body injury (DTD),Jets,C
14214,11/5/11,WPG,Tobias Enstrom,torso,42,placed on IR with broken collarbone,Jets,LW
14219,2/16/13,WPG,Tobias Enstrom,torso,36,placed on IR with right shoulder injury,Jets,LW
14234,11/2/11,WPG,Tobias Enstrom,torso,1,broken collarbone (out indefinitely),Jets,LW
14239,3/22/16,WPG,Tobias Enstrom,ul,1,knee injury (DTD),Jets,LW
14244,2/13/17,WPG,Tobias Enstrom,torso,5,lower body injury (DTD),Jets,LW
14249,3/9/17,WPG,Tobias Enstrom,head,27,concussion (DTD),Jets,LW
14254,11/4/16,WPG,Tyler Myers,torso,4,placed on IR with lower body injury,Jets,D
14259,11/23/16,WPG,Tyler Myers,torso,5,placed on IR with lower body injury,Jets,D
14264,3/24/16,WPG,Tyler Myers,ul,4,surgery on knee (out for season),Jets,D
14269,10/30/16,WPG,Tyler Myers,torso,14,lower body injury (DTD),Jets,D
14274,1/18/13,WPG,Zach Bogosian,la,28,placed on IR with surgery on right wrist,Jets,RW
14279,11/21/13,WPG,Zach Bogosian,ul,29,placed on IR with groin injury,Jets,RW
14284,12/4/14,WPG,Zach Bogosian,torso,35,placed on IR with lower body injury,Jets,RW
14289,1/12/12,WPG,Zach Bogosian,torso,10,lower body injury (DTD),Jets,RW
14294,3/5/12,WPG,Zach Bogosian,la,1,wrist injury (DTD),Jets,RW
14299,4/21/13,WPG,Zach Bogosian,torso,1,upper body injury (out for season),Jets,RW
14304,11/16/13,WPG,Zach Bogosian,ul,9,groin injury (DTD),Jets,RW
14314,2/23/13,WPG,Zach Redmond,ul,54,placed on IR with lacerated thigh,Jets,RW
14317,2/21/13,WPG,Zach Redmond,ul,40,lacerated thigh (DTD),Jets,RW
14320,2/6/14,WSH,Aaron Volpatti,torso,58,placed on IR with upper body injury,Capitals,LW
14321,10/6/14,WSH,Aaron Volpatti,head,120,placed on IR with neck injury,Capitals,LW
14322,2/3/14,WSH,Aaron Volpatti,torso,29,upper body injury (DTD),Capitals,LW
14323,11/2/09,WSH,Alexander Ovechkin,torso,15,placed on IR with upper body strain,Capitals,LW
14324,3/5/09,WSH,Alexander Ovechkin,ll,11,bruised heel (DTD),Capitals,LW
14325,12/1/09,WSH,Alexander Ovechkin,ul,9,sore right knee (DTD),Capitals,LW
14326,2/22/12,WSH,Alexander Ovechkin,torso,1436,lower body injury (DTD),Capitals,LW
14327,11/15/08,WSH,Alexander Semin,torso,25,placed on IR with upper body injury,Capitals,RW
14328,11/17/09,WSH,Alexander Semin,la,16,placed on IR with right wrist injury,Capitals,RW
14329,1/16/11,WSH,Alexander Semin,ul,1,placed on IR with hip injury,Capitals,RW
14330,4/4/07,WSH,Alexander Semin,ll,4,foot injury (DTD),Capitals,RW
14331,1/3/08,WSH,Alexander Semin,torso,9,bruised tailbone (DTD),Capitals,RW
14332,1/9/11,WSH,Alexander Semin,ul,3,hip injury (DTD),Capitals,RW
14333,4/4/11,WSH,Alexander Semin,la,1,wrist injury (DTD),Capitals,RW
14334,12/3/11,WSH,Alexander Semin,torso,9,right shoulder injury (DTD),Capitals,RW
14335,1/3/12,WSH,Alexander Semin,ua,6,right arm injury (DTD),Capitals,RW
14336,2/24/17,WSH,Andre Burakovsky,la,15,placed on IR with hand injury,Capitals,LW
14339,3/25/07,WSH,Ben Clymer,torso,4,sports hernia (out for remainder of regular season),Capitals,RW
14341,3/19/09,WSH,Boyd Gordon,torso,27,placed on IR with lower body injury,Capitals,C
14342,10/15/09,WSH,Boyd Gordon,back,30,placed on IR with back spasms,Capitals,C
